,Płeć,Kategoria wiekowa,Rocznik,Czas_na_5km,Czas_na_10km,Czas_na_15km,Czas_półmaratonu,Wiek
8426,1,7,1989,1192,2388,3667,5427,35
8422,1,7,1989,1267,2499,3788,5425,35
8418,1,7,1989,1198,2381,3685,5423,35
8407,1,7,1989,1233,2453,3754,5411,35
8406,1,7,1989,1293,2533,3834,5411,35
8335,1,7,1989,1237,2459,3747,5329,35
8304,1,7,1989,1248,2441,3702,5280,35
8246,1,7,1989,1194,2374,3607,5175,35
8235,1,7,1989,1231,2402,3610,5132,35
8228,1,7,1989,1143,2273,3499,5107,35
8204,1,7,1989,1172,2307,3503,5031,35
8184,1,7,1989,1173,2318,3506,4955,35
8178,1,7,1989,1159,2275,3430,4922,35
8164,1,7,1989,1110,2209,3382,4856,35
8150,1,7,1989,1127,2223,3365,4788,35
8143,1,7,1989,1129,2210,3334,4735,35
8126,1,7,1989,1032,2067,3151,4491,35
8088,0,1,1989,2238,4693,7555,11226,35
8064,1,7,1989,1870,4003,6419,10804,35
8028,1,7,1989,2077,4445,7043,10558,35
7970,0,1,1989,2274,4617,7093,10313,35
7898,1,7,1989,1970,3977,6219,10000,35
7843,1,7,1989,2122,4240,6580,9878,35
7837,0,1,1989,2002,4059,6616,9862,35
7828,0,1,1989,2192,4415,6827,9839,35
7785,0,1,1989,2114,4318,6659,9742,35
7742,0,1,1989,2130,4265,6505,9623,35
7645,1,7,1989,1724,3430,5259,9442,35
7521,1,7,1989,1885,3822,6022,9255,35
7495,0,1,1989,2160,4281,6499,9229,35
7447,1,7,1989,1851,3816,6082,9189,35
7437,0,1,1989,1926,3926,6136,9179,35
7424,0,1,1989,1821,3886,6093,9168,35
7418,1,7,1989,2039,4174,6319,9160,35
7361,1,7,1989,1922,3961,6162,9099,35
7354,0,1,1989,2033,4077,6252,9092,35
7316,0,1,1989,2005,4033,6225,9046,35
7273,1,7,1989,2137,4215,6322,9018,35
7181,1,7,1989,2006,4016,6122,8927,35
7152,1,7,1989,1660,3529,6336,8895,35
7015,1,7,1989,1844,3878,6040,8759,35
6911,1,7,1989,1848,3735,5844,8675,35
6863,1,7,1989,1859,3881,5895,8647,35
6792,0,1,1989,1869,3826,5889,8585,35
6741,0,1,1989,1916,3837,5852,8544,35
6728,1,7,1989,1918,3827,5826,8528,35
6645,1,7,1989,1729,3557,5610,8467,35
6621,1,7,1989,1831,3834,5833,8449,35
6588,1,7,1989,1947,3902,5873,8430,35
6571,1,7,1989,2033,3969,5935,8416,35
6561,0,1,1989,1822,3732,5752,8408,35
6440,1,7,1989,1930,3828,5795,8310,35
6387,0,1,1989,1757,3591,5633,8269,35
6339,0,1,1989,1781,3614,5592,8238,35
6323,1,7,1989,1711,3458,5351,8230,35
6140,0,1,1989,1936,3791,5684,8103,35
6134,1,7,1989,1828,3600,5537,8097,35
6100,0,1,1989,1770,3565,5526,8082,35
6094,1,7,1989,1741,3513,5449,8080,35
6076,0,1,1989,1923,3801,5749,8070,35
6049,0,1,1989,1834,3658,5533,8053,35
6003,0,1,1989,1761,3577,5490,8033,35
5981,0,1,1989,1721,3443,5304,8022,35
5955,1,7,1989,1666,3384,5276,8011,35
5944,1,7,1989,1853,3636,5477,8005,35
5941,1,7,1989,1774,3578,5497,8003,35
5905,1,7,1989,1663,3355,5251,7986,35
5882,1,7,1989,1524,3236,5229,7972,35
5872,1,7,1989,1771,3564,5409,7967,35
5866,0,1,1989,1766,3530,5440,7966,35
5815,1,7,1989,1969,3779,5577,7942,35
5809,0,1,1989,1846,3651,5456,7939,35
5805,0,1,1989,1866,3688,5536,7937,35
5797,1,7,1989,1917,3777,5696,7934,35
5701,0,1,1989,1788,3576,5455,7882,35
5681,0,1,1989,1692,3462,5356,7873,35
5623,1,7,1989,1786,3579,5449,7839,35
5612,1,7,1989,1637,3320,5156,7831,35
5602,1,7,1989,1766,3510,5363,7828,35
5594,1,7,1989,1565,3350,5239,7824,35
5567,0,1,1989,1741,3500,5387,7811,35
5509,1,7,1989,1750,3568,5472,7787,35
5486,0,1,1989,1709,3479,5369,7779,35
5424,1,7,1989,1684,3413,5265,7750,35
5408,1,7,1989,1859,3621,5393,7739,35
5361,1,7,1989,1774,3532,5353,7720,35
5343,0,1,1989,1858,3665,5496,7712,35
5317,0,1,1989,1676,3416,5277,7701,35
5271,1,7,1989,1734,3467,5290,7681,35
5187,1,7,1989,1652,3389,5225,7647,35
5151,0,1,1989,1700,3461,5300,7629,35
5110,0,1,1989,1581,3270,5142,7609,35
5085,1,7,1989,1730,3422,5242,7595,35
5073,1,7,1989,1630,3238,5001,7590,35
5062,1,7,1989,1789,3582,5422,7586,35
5058,0,1,1989,1810,3551,5288,7584,35
5044,1,7,1989,1616,3276,5095,7579,35
5020,0,1,1989,1819,3616,5398,7565,35
4994,1,7,1989,1721,3511,5348,7556,35
4980,0,1,1989,1682,3379,5181,7549,35
4946,1,7,1989,1705,3427,5164,7534,35
4924,0,1,1989,1648,3274,5047,7524,35
4907,1,7,1989,1656,3358,5138,7520,35
4894,1,7,1989,1630,3275,5086,7517,35
4850,1,7,1989,1740,3469,5272,7500,35
4687,0,1,1989,1800,3487,5242,7440,35
4653,0,1,1989,1708,3377,5141,7427,35
4649,0,1,1989,1768,3501,5234,7426,35
4598,1,7,1989,1573,3221,5114,7405,35
4573,1,7,1989,1708,3360,5099,7392,35
4571,1,7,1989,1709,3381,5078,7391,35
4570,1,7,1989,1773,3457,5155,7391,35
4533,1,7,1989,1623,3276,5028,7374,35
4505,1,7,1989,1703,3401,5167,7362,35
4491,1,7,1989,1663,3297,5023,7357,35
4475,1,7,1989,1664,3327,5095,7351,35
4467,1,7,1989,1651,3338,5088,7348,35
4442,1,7,1989,1719,3367,5103,7339,35
4378,0,1,1989,1690,3382,5115,7314,35
4333,1,7,1989,1510,3161,5005,7297,35
4282,1,7,1989,1703,3347,5081,7280,35
4281,0,1,1989,1650,3317,5078,7280,35
4271,1,7,1989,1621,3295,5021,7276,35
4264,0,1,1989,1676,3317,5043,7273,35
4230,1,7,1989,1593,3184,4905,7262,35
4215,1,7,1989,1591,3179,4834,7255,35
4198,0,1,1989,1748,3436,5182,7250,35
4166,0,1,1989,1672,3319,5019,7238,35
4154,1,7,1989,1601,3168,4868,7234,35
4064,1,7,1989,1610,3217,4910,7207,35
4062,1,7,1989,1666,3367,5122,7206,35
4030,1,7,1989,1591,3198,4897,7196,35
4010,1,7,1989,1637,3314,5035,7190,35
3914,0,1,1989,1598,3221,4937,7162,35
3898,1,7,1989,1700,3383,5090,7158,35
3887,0,1,1989,1588,3170,4865,7156,35
3835,1,7,1989,1250,2576,4222,7142,35
3803,1,7,1989,1469,3066,4795,7134,35
3773,0,1,1989,1636,3295,5003,7124,35
3736,1,7,1989,1600,3179,4857,7112,35
3687,1,7,1989,1617,3221,4905,7098,35
3635,1,7,1989,1645,3395,5043,7079,35
3633,1,7,1989,1561,3087,4695,7079,35
3627,1,7,1989,1530,3121,4813,7076,35
3601,1,7,1989,1614,3204,4831,7067,35
3587,0,1,1989,1604,3223,4891,7064,35
3535,1,7,1989,1536,3065,4648,7050,35
3534,0,1,1989,1526,3082,4775,7050,35
3479,1,7,1989,1628,3272,4974,7035,35
3445,0,1,1989,1632,3226,4911,7018,35
3339,1,7,1989,1603,3186,4854,6986,35
3324,1,7,1989,1627,3235,4900,6981,35
3313,1,7,1989,1635,3264,4914,6979,35
3238,1,7,1989,1632,3230,4888,6952,35
3230,0,1,1989,1662,3230,4864,6950,35
3186,1,7,1989,1512,3087,4771,6936,35
3161,0,1,1989,1645,3257,4855,6922,35
3140,1,7,1989,1569,3128,4756,6911,35
3108,1,7,1989,1626,3207,4819,6900,35
3089,1,7,1989,1606,3196,4864,6895,35
3085,1,7,1989,1633,3243,4901,6894,35
3063,0,1,1989,1606,3194,4864,6887,35
3054,1,7,1989,1564,3121,4780,6882,35
3048,1,7,1989,1441,2857,4408,6880,35
3043,1,7,1989,1536,3104,4735,6878,35
3000,1,7,1989,1488,3014,4638,6864,35
2993,1,7,1989,1571,3122,4779,6861,35
2982,1,7,1989,1505,3142,4792,6858,35
2949,1,7,1989,1466,2981,4634,6849,35
2870,0,1,1989,1580,3156,4767,6817,35
2847,1,7,1989,1540,3118,4771,6812,35
2805,1,7,1989,1565,3121,4711,6798,35
2776,1,7,1989,1522,3046,4669,6786,35
2744,1,7,1989,1601,3110,4672,6775,35
2739,0,1,1989,1525,3072,4708,6771,35
2735,1,7,1989,1533,3026,4631,6770,35
2731,0,1,1989,1670,3203,4791,6768,35
2717,1,7,1989,1439,2958,4575,6759,35
2713,1,7,1989,1513,3075,4699,6757,35
2689,0,1,1989,1445,2962,4595,6745,35
2588,1,7,1989,1440,2912,4498,6704,35
2503,1,7,1989,1578,3098,4684,6669,35
2501,1,7,1989,1527,3021,4601,6669,35
2457,0,1,1989,1504,2994,4572,6648,35
2427,1,7,1989,1607,3190,4834,6638,35
2307,1,7,1989,1464,2954,4512,6603,35
2293,1,7,1989,1549,3072,4630,6599,35
2286,1,7,1989,1491,2987,4586,6597,35
2263,1,7,1989,1551,3050,4614,6587,35
2250,1,7,1989,1546,3054,4615,6583,35
2163,1,7,1989,1358,2834,4443,6554,35
2140,1,7,1989,1491,2972,4534,6547,35
2108,0,1,1989,1430,2929,4493,6534,35
2107,1,7,1989,1507,2954,4473,6533,35
1995,1,7,1989,1461,2902,4440,6494,35
1957,1,7,1989,1606,3156,4679,6482,35
1947,1,7,1989,1514,2997,4536,6480,35
1913,1,7,1989,1433,2862,4388,6460,35
1877,1,7,1989,1473,2988,4524,6444,35
1850,1,7,1989,1509,2989,4520,6436,35
1815,1,7,1989,1503,2983,4526,6422,35
1805,1,7,1989,1483,2923,4436,6415,35
1764,1,7,1989,1435,2899,4408,6395,35
1664,1,7,1989,1443,2869,4360,6354,35
1651,1,7,1989,1453,2893,4447,6350,35
1612,0,1,1989,1370,2758,4282,6336,35
1566,1,7,1989,1358,2857,4380,6319,35
1564,1,7,1989,1462,2903,4404,6318,35
1523,1,7,1989,1490,2911,4378,6295,35
1510,1,7,1989,1477,2907,4403,6289,35
1496,1,7,1989,1466,2880,4358,6282,35
1490,0,1,1989,1437,2852,4358,6280,35
1431,1,7,1989,1475,2897,4360,6256,35
1335,1,7,1989,1444,2844,4312,6221,35
1324,1,7,1989,1387,2760,4206,6219,35
1299,0,1,1989,1470,2909,4391,6207,35
1269,1,7,1989,1382,2757,4210,6192,35
1134,1,7,1989,1392,2784,4243,6120,35
1132,1,7,1989,1462,2880,4315,6119,35
1068,1,7,1989,1347,2693,4161,6083,35
1037,1,7,1989,1462,2885,4314,6067,35
1020,1,7,1989,1416,2795,4235,6051,35
960,0,1,1989,1397,2777,4218,6004,35
954,1,7,1989,1422,2807,4222,6003,35
897,1,7,1989,1416,2815,4214,5974,35
874,1,7,1989,1382,2742,4181,5964,35
840,0,1,1989,1286,2621,4039,5943,35
794,1,7,1989,1375,2731,4127,5912,35
754,1,7,1989,1357,2698,4116,5892,35
742,1,7,1989,1364,2721,4136,5886,35
741,1,7,1989,1349,2685,4068,5886,35
629,1,7,1989,1369,2745,4144,5781,35
607,1,7,1989,1366,2715,4082,5751,35
603,1,7,1989,1343,2656,4027,5743,35
588,1,7,1989,1382,2715,4054,5730,35
541,1,7,1989,1305,2611,3964,5684,35
508,1,7,1989,1279,2550,3915,5650,35
436,1,7,1989,1263,2518,3844,5572,35
404,1,7,1989,1280,2553,3865,5532,35
397,0,1,1989,1282,2545,3869,5518,35
382,1,7,1989,1284,2549,3876,5488,35
378,1,7,1989,1247,2486,3824,5480,35
364,1,7,1989,1240,2471,3775,5463,35
303,1,7,1989,1197,2415,3701,5384,35
276,1,7,1989,1233,2454,3721,5360,35
254,1,7,1989,1246,2469,3730,5328,35
248,1,7,1989,1236,2465,3725,5321,35
247,1,7,1989,1213,2421,3684,5320,35
232,1,7,1989,1233,2443,3703,5301,35
225,1,7,1989,1229,2467,3724,5292,35
192,1,7,1989,1183,2369,3631,5246,35
163,0,1,1989,1143,2287,3508,5182,35
125,1,7,1989,1179,2355,3561,5095,35
108,1,7,1989,1158,2302,3496,5043,35
97,1,7,1989,1179,2334,3531,5020,35
37,1,7,1989,1092,2192,3342,4794,35
35,1,7,1989,1105,2203,3344,4786,35
7,1,7,1989,990,1975,2997,4302,35
18329,0,1,1988,2211,4646,7385,10985,36
18297,0,1,1988,2295,4748,7466,10809,36
18288,1,7,1988,2249,4626,7217,10778,36
18221,1,7,1988,1812,4238,6987,10483,36
18185,0,1,1988,2527,4944,7416,10357,36
18055,0,1,1988,2317,4570,6942,10023,36
18044,1,7,1988,2100,4285,6813,9985,36
17971,1,7,1988,2106,4250,6565,9824,36
17947,0,1,1988,2014,4260,6672,9780,36
17906,0,1,1988,1970,4110,6412,9729,36
17859,0,1,1988,2180,4418,6721,9658,36
17835,1,7,1988,2214,4428,6778,9629,36
17807,1,7,1988,1848,3706,6096,9595,36
17789,0,1,1988,2145,4292,6625,9576,36
17761,1,7,1988,1902,3827,6084,9541,36
17739,1,7,1988,2025,4099,6507,9517,36
17716,0,1,1988,2223,4487,6754,9462,36
17673,1,7,1988,2005,4047,6340,9404,36
17665,0,1,1988,2154,4361,6591,9401,36
17633,1,7,1988,2155,4247,6505,9362,36
17619,1,7,1988,1914,3981,6293,9346,36
17592,1,7,1988,2119,4209,6415,9316,36
17587,0,1,1988,2098,4172,6359,9310,36
17451,0,1,1988,1901,3942,6185,9172,36
17425,1,7,1988,1920,4101,6259,9147,36
17394,0,1,1988,1978,4025,6238,9115,36
17383,1,7,1988,1937,3937,6166,9110,36
17381,1,7,1988,1950,3977,6230,9109,36
17369,1,7,1988,1719,3552,5968,9096,36
17332,1,7,1988,2088,4089,6263,9056,36
17321,0,1,1988,2084,4146,6297,9047,36
17315,1,7,1988,2070,4069,6184,9042,36
17223,0,1,1988,2006,4108,6259,8979,36
17203,0,1,1988,2052,4075,6174,8967,36
17176,0,1,1988,2063,4092,6211,8949,36
17169,1,7,1988,2015,4046,6225,8943,36
17148,0,1,1988,2044,4138,6313,8934,36
17101,0,1,1988,2100,4180,6290,8902,36
17026,1,7,1988,2070,4131,6256,8850,36
17025,0,1,1988,1911,3868,6054,8850,36
16990,0,1,1988,1885,3821,5931,8830,36
16981,0,1,1988,1992,3975,6069,8826,36
16934,1,7,1988,1973,3973,6072,8803,36
16907,0,1,1988,1952,3950,6118,8778,36
16900,0,1,1988,2031,4007,6076,8774,36
16820,0,1,1988,2029,3989,6106,8716,36
16813,1,7,1988,1987,3941,6029,8714,36
16796,0,1,1988,2089,4098,6107,8698,36
16786,1,7,1988,1819,3837,5927,8694,36
16730,1,7,1988,2038,4081,6755,8660,36
16711,0,1,1988,1935,3952,6052,8652,36
16656,1,7,1988,2037,4018,6054,8617,36
16601,0,1,1988,1991,3926,5971,8580,36
16590,0,1,1988,2052,4027,6060,8574,36
16579,0,1,1988,2068,4025,6102,8567,36
16513,0,1,1988,1881,3746,5760,8536,36
16491,1,7,1988,1938,3821,5877,8523,36
16473,1,7,1988,1740,3673,5804,8516,36
16464,0,1,1988,2045,3977,6006,8512,36
16392,1,7,1988,2020,3977,6004,8473,36
16373,0,1,1988,1914,3843,5847,8464,36
16300,0,1,1988,1964,3902,5923,8430,36
16279,1,7,1988,1948,3833,5827,8420,36
16185,1,7,1988,1976,3912,5928,8377,36
16011,1,7,1988,1935,3795,5742,8293,36
15977,0,1,1988,1951,3816,5798,8278,36
15927,0,1,1988,2005,3870,5863,8257,36
15882,1,7,1988,1931,3816,5797,8236,36
15877,1,7,1988,1910,3772,5742,8234,36
15876,0,1,1988,1761,3589,5597,8234,36
15820,0,1,1988,1840,3687,5667,8211,36
15819,1,7,1988,1908,3765,5692,8211,36
15786,0,1,1988,2020,3853,5772,8196,36
15785,0,1,1988,2018,3855,5773,8196,36
15761,0,1,1988,1858,3792,5683,8185,36
15737,1,7,1988,1817,3654,5559,8177,36
15690,1,7,1988,1765,3695,5677,8160,36
15673,0,1,1988,1941,3831,5763,8153,36
15643,0,1,1988,1955,3837,5794,8140,36
15633,0,1,1988,1821,3647,5630,8135,36
15623,1,7,1988,1892,3715,5648,8131,36
15593,1,7,1988,1812,3627,5541,8118,36
15591,0,1,1988,1911,3764,5692,8118,36
15589,1,7,1988,1911,3763,5692,8117,36
15562,0,1,1988,1826,3615,5633,8106,36
15558,1,7,1988,1917,3736,5642,8105,36
15510,0,1,1988,1863,3716,5653,8084,36
15417,1,7,1988,1772,3607,5500,8044,36
15354,1,7,1988,1915,3718,5582,8018,36
15353,0,1,1988,1816,3622,5546,8018,36
15341,0,1,1988,1793,3561,5483,8015,36
15322,1,7,1988,1814,3658,5588,8004,36
15306,0,1,1988,1890,3781,5686,7998,36
15268,1,7,1988,1701,3386,5359,7982,36
15214,1,7,1988,1597,3311,5243,7960,36
15164,0,1,1988,1786,3554,5428,7940,36
15156,0,1,1988,1788,3559,5481,7937,36
15148,0,1,1988,1823,3599,5590,7933,36
15146,0,1,1988,1857,3680,5581,7932,36
15123,1,7,1988,1808,3523,5400,7924,36
15082,1,7,1988,1645,3351,5330,7908,36
15071,1,7,1988,1669,3421,5411,7904,36
15063,1,7,1988,1784,3551,5430,7902,36
15033,1,7,1988,1838,3639,5574,7894,36
14966,1,7,1988,1833,3668,5562,7871,36
14959,1,7,1988,1758,3500,5373,7869,36
14936,1,7,1988,1999,3814,5670,7862,36
14933,1,7,1988,1812,3595,5462,7862,36
14781,1,7,1988,1790,3567,5449,7814,36
14756,1,7,1988,1862,3610,5381,7805,36
14748,0,1,1988,1840,3650,5508,7803,36
14747,1,7,1988,1836,3648,5507,7802,36
14740,1,7,1988,1880,3684,5572,7801,36
14714,1,7,1988,1771,3523,5361,7794,36
14631,1,7,1988,1739,3441,5326,7766,36
14605,0,1,1988,1821,3573,5448,7757,36
14585,1,7,1988,1687,3438,5332,7748,36
14582,1,7,1988,1867,3640,5464,7747,36
14555,0,1,1988,1793,3498,5346,7738,36
14519,1,7,1988,1675,3399,5280,7725,36
14478,0,1,1988,1705,3427,5289,7714,36
14471,1,7,1988,1740,3427,5226,7712,36
14449,1,7,1988,1636,3311,5262,7702,36
14447,1,7,1988,1736,3520,5374,7702,36
14446,1,7,1988,1812,3573,5394,7702,36
14419,1,7,1988,1803,3502,5355,7695,36
14399,1,7,1988,1808,3574,5408,7685,36
14396,1,7,1988,1727,3489,5375,7685,36
14363,1,7,1988,1717,3465,5318,7675,36
14348,1,7,1988,1769,3412,5254,7670,36
14259,0,1,1988,1753,3462,5264,7643,36
14253,1,7,1988,1563,3201,5199,7640,36
14249,1,7,1988,1746,3439,5197,7639,36
14228,1,7,1988,1697,3348,5100,7634,36
14166,0,1,1988,1764,3470,5291,7615,36
14114,1,7,1988,1603,3233,5050,7599,36
14102,1,7,1988,1831,3581,5408,7594,36
13926,1,7,1988,1734,3493,5317,7540,36
13894,1,7,1988,1686,3419,5235,7531,36
13878,1,7,1988,1721,3527,5317,7528,36
13857,0,1,1988,1692,3354,5175,7521,36
13830,1,7,1988,1689,3348,5138,7513,36
13812,0,1,1988,1677,3344,5161,7509,36
13791,1,7,1988,1522,3058,5014,7502,36
13783,1,7,1988,1801,3476,5219,7499,36
13780,1,7,1988,1718,3404,5176,7498,36
13743,1,7,1988,1788,3481,5232,7485,36
13673,1,7,1988,1647,3337,5135,7457,36
13660,0,1,1988,1694,3380,5186,7452,36
13626,0,1,1988,1712,3373,5126,7439,36
13584,0,1,1988,1741,3430,5191,7425,36
13583,1,7,1988,1797,3457,5202,7424,36
13542,1,7,1988,1761,3470,5239,7407,36
13529,0,1,1988,1689,3339,5138,7399,36
13516,0,1,1988,1660,3305,5078,7396,36
13446,1,7,1988,1745,3355,5098,7375,36
13413,1,7,1988,1696,3352,5120,7365,36
13358,0,1,1988,1770,3458,5196,7348,36
13327,1,7,1988,1524,3085,4854,7336,36
13294,1,7,1988,1820,3553,5325,7325,36
13288,1,7,1988,1687,3363,5113,7323,36
13240,0,1,1988,1690,3373,5153,7304,36
13199,1,7,1988,1808,3488,5202,7292,36
13197,1,7,1988,1527,3211,5009,7291,36
13196,1,7,1988,1731,3379,5110,7291,36
13183,1,7,1988,1712,3388,5120,7285,36
13182,0,1,1988,1726,3384,5124,7285,36
13165,0,1,1988,1692,3341,5061,7280,36
13104,1,7,1988,1700,3354,5065,7264,36
13101,1,7,1988,1726,3403,5132,7264,36
13093,1,7,1988,1688,3306,5026,7261,36
13078,1,7,1988,1580,3150,4903,7257,36
13075,1,7,1988,1641,3270,5022,7256,36
13023,1,7,1988,1762,3430,5149,7239,36
13006,0,1,1988,1607,3226,4982,7233,36
12995,1,7,1988,1691,3331,5055,7230,36
12978,1,7,1988,1759,3413,5149,7224,36
12964,1,7,1988,1658,3260,4954,7219,36
12955,1,7,1988,1689,3336,5092,7218,36
12909,1,7,1988,1658,3295,5021,7207,36
12901,1,7,1988,1683,3345,5095,7205,36
12799,1,7,1988,1712,3385,5118,7187,36
12758,0,1,1988,1718,3382,5094,7182,36
12749,1,7,1988,1705,3373,5086,7180,36
12732,0,1,1988,1691,3349,5047,7176,36
12722,0,1,1988,1629,3286,5016,7174,36
12648,1,7,1988,1706,3375,5068,7159,36
12643,1,7,1988,1536,3077,4858,7158,36
12623,1,7,1988,1719,3389,5115,7154,36
12602,1,7,1988,1599,3170,4885,7150,36
12511,1,7,1988,1684,3317,5001,7124,36
12506,1,7,1988,1635,3196,4869,7123,36
12493,1,7,1988,1625,3213,4941,7120,36
12478,1,7,1988,1722,3374,5067,7116,36
12473,1,7,1988,1671,3275,4974,7115,36
12443,1,7,1988,1698,3329,5011,7107,36
12439,0,1,1988,1588,3227,4973,7107,36
12434,1,7,1988,1761,3412,5101,7106,36
12410,1,7,1988,1661,3295,5009,7101,36
12407,1,7,1988,1693,3311,5039,7100,36
12186,1,7,1988,1720,3336,4976,7047,36
12162,0,1,1988,1571,3141,4832,7040,36
12150,1,7,1988,1566,3093,4733,7038,36
12127,1,7,1988,1717,3388,5026,7032,36
12088,1,7,1988,1614,3206,4855,7022,36
12087,0,1,1988,1641,3251,4950,7022,36
12005,1,7,1988,1622,3225,4925,6999,36
11966,1,7,1988,1606,3225,4832,6992,36
11839,0,1,1988,1635,3220,4865,6958,36
11833,1,7,1988,1585,3150,4791,6957,36
11832,1,7,1988,1649,3277,4979,6957,36
11803,0,1,1988,1649,3176,4874,6949,36
11801,1,7,1988,1585,3177,4820,6949,36
11740,1,7,1988,1693,3372,5086,6932,36
11681,0,1,1988,1624,3215,4881,6921,36
11668,1,7,1988,1604,3200,4849,6917,36
11655,1,7,1988,1631,3189,4825,6915,36
11611,1,7,1988,1587,3149,4810,6905,36
11568,1,7,1988,1646,3231,4875,6890,36
11504,1,7,1988,1682,3326,4996,6874,36
11483,1,7,1988,1600,3187,4833,6868,36
11480,1,7,1988,1501,3007,4682,6867,36
11460,1,7,1988,1632,3204,4818,6860,36
11435,0,1,1988,1650,3262,4877,6853,36
11426,1,7,1988,1600,3167,4778,6850,36
11401,1,7,1988,1493,3080,4648,6845,36
11390,1,7,1988,1480,2999,4677,6840,36
11333,1,7,1988,1439,2920,4587,6822,36
11288,1,7,1988,1573,3092,4690,6810,36
11286,1,7,1988,1529,3064,4723,6809,36
11277,1,7,1988,1625,3167,4758,6806,36
11190,1,7,1988,1570,3096,4693,6774,36
11178,1,7,1988,1492,3036,4697,6770,36
11153,1,7,1988,1637,3209,4797,6764,36
11132,0,1,1988,1603,3153,4768,6756,36
11091,1,7,1988,1729,3390,5067,6740,36
11057,0,1,1988,1598,3131,4734,6729,36
11053,1,7,1988,1492,2982,4609,6729,36
11051,1,7,1988,1551,3081,4672,6729,36
11047,1,7,1988,1588,3146,4753,6728,36
11024,1,7,1988,1533,3016,4606,6720,36
10947,1,7,1988,1656,3204,4794,6697,36
10925,1,7,1988,1556,3112,4701,6689,36
10921,0,1,1988,1532,3031,4624,6688,36
10918,0,1,1988,1629,3139,4708,6687,36
10874,1,7,1988,1545,3036,4669,6671,36
10873,1,7,1988,1603,3133,4713,6670,36
10832,1,7,1988,1598,3074,4601,6655,36
10824,1,7,1988,1496,3002,4589,6652,36
10788,1,7,1988,1532,2999,4573,6638,36
10706,1,7,1988,1548,3057,4640,6608,36
10682,0,1,1988,1524,3022,4590,6598,36
10611,1,7,1988,1422,2844,4469,6580,36
10583,1,7,1988,1445,2896,4473,6574,36
10577,1,7,1988,1556,3039,4617,6573,36
10556,1,7,1988,1509,2988,4556,6565,36
10479,1,7,1988,1532,3010,4588,6540,36
10460,1,7,1988,1554,3087,4637,6536,36
10388,1,7,1988,1558,3042,4607,6511,36
10336,1,7,1988,1388,2774,4367,6494,36
10324,1,7,1988,1488,2980,4560,6491,36
10323,1,7,1988,1541,3032,4575,6491,36
10318,1,7,1988,1510,2974,4514,6490,36
10317,1,7,1988,1381,2743,4261,6489,36
10287,1,7,1988,1498,2959,4480,6477,36
10230,1,7,1988,1482,2936,4458,6454,36
10208,0,1,1988,1548,3021,4557,6446,36
10205,1,7,1988,1487,2942,4479,6445,36
10203,1,7,1988,1575,3053,4572,6445,36
10175,1,7,1988,1501,2933,4451,6437,36
9970,1,7,1988,1521,3027,4539,6360,36
9954,1,7,1988,1513,2957,4471,6353,36
9948,1,7,1988,1667,3082,4520,6350,36
9922,1,7,1988,1435,2816,4323,6338,36
9900,1,7,1988,1421,2848,4385,6331,36
9889,1,7,1988,1539,2994,4475,6326,36
9864,0,1,1988,1534,2956,4431,6318,36
9863,1,7,1988,1433,2837,4327,6318,36
9859,1,7,1988,1564,3004,4491,6317,36
9839,1,7,1988,1522,2966,4463,6311,36
9836,0,1,1988,1373,2789,4260,6311,36
9781,1,7,1988,1476,2917,4411,6293,36
9748,0,1,1988,1448,2851,4332,6286,36
9690,1,7,1988,1468,2897,4400,6260,36
9643,1,7,1988,1460,2860,4334,6244,36
9626,1,7,1988,1441,2816,4258,6238,36
9615,1,7,1988,1466,2852,4334,6233,36
9612,1,7,1988,1428,2832,4293,6229,36
9582,1,7,1988,1517,2867,4254,6218,36
9573,1,7,1988,1290,2721,4270,6214,36
9565,1,7,1988,1451,2873,4359,6212,36
9562,1,7,1988,1368,2713,4232,6211,36
9513,1,7,1988,1448,2854,4326,6183,36
9503,1,7,1988,1419,2810,4284,6177,36
9483,0,1,1988,1471,2875,4331,6167,36
9467,1,7,1988,1265,2593,4089,6159,36
9439,0,1,1988,1448,2848,4313,6146,36
9402,1,7,1988,1449,2805,4248,6118,36
9368,1,7,1988,1356,2721,4210,6098,36
9351,1,7,1988,1475,2850,4303,6090,36
9323,1,7,1988,1459,2831,4265,6076,36
9288,1,7,1988,1396,2770,4215,6055,36
9282,0,1,1988,1448,2839,4268,6054,36
9246,1,7,1988,1462,2842,4275,6039,36
9209,1,7,1988,1377,2721,4155,6018,36
9149,1,7,1988,1422,2792,4212,5988,36
9137,1,7,1988,1463,2818,4211,5983,36
9130,1,7,1988,1380,2773,4208,5981,36
9111,1,7,1988,1429,2780,4184,5972,36
9099,0,1,1988,1374,2739,4165,5968,36
9078,0,1,1988,1395,2773,4181,5958,36
9041,1,7,1988,1383,2720,4127,5945,36
9035,1,7,1988,1399,2751,4165,5944,36
9009,1,7,1988,1342,2653,4054,5928,36
8991,1,7,1988,1364,2704,4119,5917,36
8958,1,7,1988,1337,2650,4035,5892,36
8949,1,7,1988,1361,2689,4090,5886,36
8928,1,7,1988,1418,2781,4176,5874,36
8845,0,1,1988,1371,2717,4090,5814,36
8841,1,7,1988,1309,2613,4016,5811,36
8784,1,7,1988,1357,2662,4026,5768,36
8782,1,7,1988,1347,2639,4015,5765,36
8769,1,7,1988,1360,2685,4062,5749,36
8740,1,7,1988,1355,2662,4014,5716,36
